10,74339
11,44387
11,61521
12,94484
11,46097
12,39255
11,77522
10,41482
12,16571
14,25881
8,404559
10,57212
13,35893
11,46555
11,24276
13,94191
7,694195
11,60236
11,83461
9,309637
11,64359
10,45001
11,49227
13,14051
13,24593
9,083258
8,23842
11,72982
11,66434
8,648296
10,1632
11,56431
10,08168
10,93564
12,96957
14,55104
11,45896
12,05272
10,67776
10,03953
12,36479
10,18107
12,65516
11,43405
9,136598
12,16071
11,30168
11,81843
11,48034
12,77813
9,929921
15,12096
14,6727
9,386323
7,234558
13,41626
9,64229
13,07422
12,62268
8,976068
11,55131
11,26635
12,50568
11,4027
11,71458
7,397743
13,67303
12,66949
9,615098
10,70909
11,28329
11,13484
9,868374
14,08033
8,124554
8,860418
11,63033
10,63857
9,060766
9,968926
10,56666
11,54895
11,23057
11,12545
11,20595
14,29074
9,606902
11,27993
11,51364
11,49982
13,55818
10,21486
10,77479
12,70964
8,816283
11,97528
11,49692
11,14687
10,24878
11,38637
11,34564
12,87579
11,29036
6,40832
11,92773
11,21781
7,221468
11,52946
10,72671
10,19203
8,955614
16,15424
12,05354
12,68381
10,89814
11,61214
12,21772
11,12222
13,08504
12,40172
12,17701
11,29687
12,16285
10,22608
8,767716
12,56934
11,28439
14,02434
11,54062
15,43506
13,00646
11,3887
11,18208
8,253075
8,427714
11,71622
9,853993
12,66221
8,221949
12,42679
11,24336
10,07642
12,54142
11,49065
12,69626
7,074738
9,751668
10,88894
10,74602
8,216092
15,48149
13,89093
10,63023
6,592309
9,726957
12,79805
12,85305
11,13761
10,32362
11,5787
10,44152
14,29299
9,207275
8,786819
12,07927
12,88651
11,73967
11,29675
10,55238
12,3023
12,33773
11,65944
10,77204
12,2639
13,05882
12,10516
8,863959
10,15799
11,44099
12,45856
13,10455
9,446801
9,721654
10,72958
11,37884
10,81172
8,404575
10,91113
12,16387
11,30082
8,576745
10,31611
10,95158
11,80278
9,630769
9,888354
12,26238
13,70136
10,16233
10,22816
9,145658
10,63454
10,05625
9,900973
8,415233
12,46436
9,997782
11,36388
14,36175
12,85704
13,40494
11,21734
9,966468
12,52168
12,49159
9,748652
12,727
14,53336
10,8945
13,82898
10,49985
10,80088
10,66899
12,97879
11,99653
10,16873
13,15971
8,226518
9,568962
10,38224
10,25091
8,128655
13,0542
8,760136
11,64154
9,384698
10,28297
12,8267
11,29716
11,74042
11,21794
11,6095
11,89859
10,95349
8,144257
9,180658
10,84839
13,10077
11,49022
13,18634
11,95671
12,72939
8,201336
12,03016
10,66986
13,06376
8,608718
8,675898
11,00877
8,179791
10,85011
10,72536
13,40932
11,22173
13,41297
11,79819
10,15954
9,056199
8,921635
11,05466
13,48873
10,79
12,12447
12,82736
10,34285
13,44659
12,24023
11,97611
11,66615
12,72415
13,12166
10,71564
11,14936
14,73165
10,47538
14,14709
14,05995
12,00284
9,664126
10,20136
11,30622
11,13737
12,12484
8,799492
13,00582
12,7808
13,37023
14,32934
12,92901
10,61886
12,35275
9,874789
9,67584
10,66291
9,331169
13,45392
11,89905
14,9806
11,98359
12,40107
10,12208
15,42778
10,35206
12,30373
14,07138
9,082479
11,21881
11,99581
10,80342
13,55249
10,68794
11,02662
12,19345
10,20905
11,89901
11,47171
13,52155
14,10901
13,14649
13,83906
10,86393
9,697433
10,35368
9,621946
11,97992
9,393559
11,82662
11,34729
12,99477
10,34976
11,05615
10,65191
12,97108
9,618034
13,69159
8,014477
7,775086
10,02363
15,46614
12,52864
13,38475
10,62861
11,27609
10,80747
13,08359
10,50711
10,61628
12,39596
12,23975
12,86061
11,64053
12,39448
7,260191
12,7535
11,24336
12,65075
9,490603
11,30834
11,1769
10,67007
13,47936
13,69341
10,12371
10,94612
8,934104
11,97041
13,25813
10,9926
11,35496
11,93987
11,30705
12,49312
11,33813
15,43399
8,161452
9,425172
11,2916
11,82563
10,22033
10,9376
11,77269
8,355006
11,72963
12,96006
11,31425
11,3041
11,955
10,87513
9,659044
9,066344
10,07723
12,63225
11,63512
10,03077
12,94874
10,59808
12,94534
11,49422
13,85484
9,556717
10,98511
11,19779
10,42805
9,72435
11,00296
13,22986
8,557986
10,71031
10,62161
12,66941
8,449219
11,48455
10,59899
13,79708
14,53824
11,88804
10,73277
9,587259
10,61177
11,12547
8,741204
12,75365
8,457387
11,36674
10,04766
4,624544
9,852364
11,55099
5,893007
13,14712
13,83548
10,23028
12,62917
10,72816
8,694975
11,06658
14,84334
10,83534
12,0167
8,591846
9,823658
12,50947
10,35199
11,3786
13,15268
12,64523
14,04177
14,60802
11,23899
9,816137
10,57672
14,15236
10,01998
10,00715
13,39495
11,48195
11,37154
10,31452
11,11132
11,36035
14,41185
10,18219
11,95363
14,24988
13,64713
10,24418
12,50622
12,82697
8,421283
13,82853
9,571415
11,36189
10,01304
10,37547
9,846245
11,34886
11,1015
11,41703
11,40564
14,72347
13,43534
10,16662
13,44783
12,5019
10,45241
8,577577
12,02702
11,97043
9,012795
11,89762
9,641129
13,17839
14,06173
12,78912
8,041831
12,23242
11,29969
9,83923
8,038192
9,514939
10,33364
13,87021
10,55769
9,859211
13,55726
11,71774
8,750956
8,585637
12,78043
12,75283
12,31352
8,957168
10,25074
13,40177
12,23476
12,45453
11,89019
13,85486
13,42954
11,80591
16,43186
14,37291
10,41192
7,165413
10,49688
10,70719
11,67254
11,05122
11,27252
11,85801
11,0832
8,407182
11,20605
13,99078
12,2417
11,21781
13,82772
11,49271
7,909616
12,11198
9,358573
10,89524
9,800554
10,61064
13,30303
10,35607
11,63372
8,391192
9,254107
11,03834
9,873775
10,70331
11,10855
11,97393
12,17549
15,54419
10,22461
10,16722
12,51942
10,59473
10,85816
12,21574
10,40533
11,79671
9,123878
12,06305
12,31554
10,48482
13,62764
12,2775
10,05028
9,232306
9,890732
10,55
10,41817
10,37172
10,4777
10,8691
9,996379
12,78185
10,07278
12,4392
13,36526
10,81334
9,068858
13,64346
11,14479
10,5391
11,65872
11,24834
11,23204
11,0179
11,25796
10,62079
13,63844
14,03262
10,81186
14,97013
12,49404
13,80422
12,34888
10,81676
11,9115
11,09725
11,1637
9,331261
9,931869
13,73751
10,41898
15,13966
11,51299
11,05393
16,02698
11,44493
12,22472
12,53702
11,80137
11,05053
10,51081
10,34339
12,42997
9,635278
12,15688
11,66752
12,09542
7,128597
13,0129
11,67321
10,97977
9,853255
10,38959
11,15131
11,76678
10,6802
13,21319
13,05927
8,633698
10,7121
14,78445
10,53227
12,99821
11,18779
11,40338
8,986432
11,02734
14,54212
11,10554
15,10316
14,43287
12,64954
11,21085
10,44082
11,52188
8,950684
8,927267
12,32201
7,483889
12,08962
12,03929
9,516786
12,63214
9,927968
10,75811
12,32191
11,43791
12,14331
10,19748
7,844524
10,0296
12,2972
12,65469
12,24493
10,87246
11,1652
11,89828
12,02074
7,913442
14,22602
12,90725
8,784118
11,06669
10,59849
9,130464
10,83997
11,43704
13,421
12,5412
11,75932
11,92559
12,24698
12,03771
10,63461
9,674757
12,77675
11,35484
9,776883
12,71688
14,10224
14,33062
12,16867
10,64626
11,55753
11,67001
11,44732
12,19903
11,45987
11,63443
9,20988
8,932142
10,24481
9,304536
10,14291
10,74406
13,36024
8,100804
12,76632
13,94503
13,03189
11,25
14,93475
10,93897
9,027093
12,52595
12,86146
9,562044
13,23963
9,344006
11,16026
8,318814
10,9576
13,66355
10,35408
11,72284
12,32088
9,642131
10,71013
8,723333
13,57578
10,52113
13,64413
14,18559
14,02102
11,87807
12,65425
9,984282
10,96983
10,78117
13,89964
8,452707
11,77794
11,89441
10,56322
11,86322
8,714993
10,47799
13,48321
14,16003
15,16645
11,50879
10,57092
9,9852
9,680382
12,42458
10,02084
11,89139
11,0352
10,61607
11,60655
11,45665
10,31676
11,53736
12,4004
13,62326
11,7599
