3,812683
4,717623
4,780496
-1,435901
4,122169
4,749754
3,830842
3,726027
3,743134
3,778538
2,547692
3,949676
-0,8379826
4,783166
0,1266487
3,377483
4,630204
3,867598
4,01028
3,443029
2,995088
-0,7393122
5,257572
4,135457
4,18815
5,342908
3,637476
-0,3569351
2,706418
4,11533
4,69909
3,375921
3,78122
3,721419
4,078297
-0,4250806
3,567867
4,485091
3,715794
3,025161
3,681698
2,323214
4,252219
2,928353
4,868668
4,16767
-1,249426
3,046726
3,490046
4,601343
4,548419
3,914225
4,191674
2,816605
3,879959
4,639777
5,37146
4,638459
4,063906
5,000141
3,558209
3,532796
3,361012
2,900208
-1,438814
3,859805
-1,090441
-0,3470809
4,488461
4,605141
4,27957
4,65842
-1,200521
3,613482
3,121304
4,611102
2,811016
3,95284
3,034386
4,144011
2,669806
3,197266
5,058008
-0,9659426
5,018127
-0,7757274
4,925034
3,985097
3,981313
3,52076
4,135727
3,693395
-1,081739
4,575814
4,290864
4,933137
4,610109
4,605681
3,095113
3,212112
2,885659
5,296388
3,04283
2,994299
4,521831
4,247052
3,910656
4,019351
4,020205
-0,9024708
-0,6805786
5,294425
5,906109
4,133592
3,903032
4,535322
5,012846
5,531395
3,405515
-1,019568
3,690299
3,443309
3,962517
5,589612
3,092093
2,520341
4,448868
-0,5503696
4,718278
4,202619
4,263619
2,88804
2,695699
-0,5043784
4,8625
3,817373
4,271534
3,863663
4,704453
3,67288
4,40313
4,15341
4,51066
3,933225
4,595414
3,826792
3,521016
-0,8989293
5,123332
4,396405
3,683025
3,172239
4,917227
3,780942
4,557626
3,294487
3,375589
3,268776
-0,8648766
3,584983
2,732852
4,053391
3,225164
-1,520529
3,522483
-0,5921735
3,777056
4,827821
2,596258
4,043262
3,578252
4,552807
2,871759
-1,361999
3,639279
2,3003
3,528962
4,409216
5,834138
5,885211
-1,218213
3,893305
2,674314
3,544607
4,302271
3,392323
3,549407
4,009059
3,368795
3,995253
3,895271
4,439605
4,165398
4,803298
3,605024
3,883391
3,183743
3,748661
4,008156
5,35282
3,61649
3,319162
2,957802
3,708643
4,734428
3,808587
-0,4403242
3,237143
4,202778
2,545667
-1,021495
-0,2615286
3,856268
4,390419
3,33703
-1,140763
5,265569
3,481609
4,267822
4,408637
-0,7950556
4,73629
4,123903
2,602167
4,599953
5,18659
5,282639
4,119243
2,849972
4,308962
3,618914
3,761162
4,277529
3,942385
3,389704
3,442124
2,844878
4,54794
-0,6011271
4,093621
6,525735
3,037761
3,613534
3,892142
3,547644
4,027842
4,248902
4,588408
4,883245
-1,000846
3,242638
4,1788
4,086488
3,171763
3,829758
3,53121
5,389492
4,282382
4,731951
3,250369
3,882187
4,100368
3,837073
4,73291
4,683847
0,08466809
3,978088
3,192865
3,324125
3,852548
3,622629
4,124166
3,893142
3,71866
3,841617
4,469879
3,372672
-1,439432
3,887407
4,11241
5,326139
3,085425
-1,274149
5,084525
3,660825
2,414725
4,354633
4,022143
2,626626
3,496774
2,752961
3,487387
3,506176
-0,8026776
3,228216
3,880568
-0,769657
2,886136
-0,2269489
4,93376
-1,434669
5,328879
3,972274
2,393832
4,022788
4,05847
3,859314
2,470155
4,893941
3,121643
4,308144
3,056184
3,236296
4,264972
2,932694
4,270804
3,714088
4,293083
3,963269
4,673721
5,084635
3,742744
-0,8898939
5,162691
3,308745
2,377151
-0,4460308
-0,4289103
3,652245
3,344985
3,247823
3,47793
3,924792
4,516196
3,006153
4,605157
3,821166
5,577743
3,285136
-1,283877
2,853562
3,943804
5,531092
2,633244
4,087032
5,094113
3,62798
3,540307
3,57875
