-1,470924
0,8615159
-2,252038
-2,646298
-0,3613015
2,822322
1,587624
-0,9016958
-1,623647
0,07737371
3,387401
-0,02856445
2,513858
-0,2247664
2,487531
-1,794319
3,387982
2,219643
0,1602046
-1,583343
-3,844235
2,756817
2,037025
-1,440158
0,1088922
-4,391033
-1,006544
-0,1369374
0,4333574
2,354331
-0,3573986
0,348632
1,355077
0,693682
0,5527029
-4,460143
3,250033
1,5897
-0,7646484
0,1006914
1,772228
-1,763053
-2,272681
-5,330112
-1,431646
3,063532
0,04748331
-0,251527
3,410379
2,776847
-0,4875157
0,4624657
-2,340057
-3,719898
0,9120029
-1,771459
3,10284
-3,536761
3,017488
2,152413
1,142456
-1,092567
0,4879117
-1,95648
0,3416165
-3,232488
-0,9236203
-2,726311
-2,151387
-0,8031209
-3,121686
3,081451
-1,259723
2,270053
-4,587674
-3,61322
1,491618
-0,188722
-1,151843
1,390919
0,3901925
5,5351
2,607897
1,043144
2,522784
-2,544666
-3,787562
-2,831189
-0,2954403
-4,430018
0,9805961
-1,316923
-1,449917
2,509824
-2,789893
-1,083637
0,8986413
-2,606878
-0,4730708
2,700424
0,8068902
3,234772
1,209776
1,088824
2,115605
-1,615482
-1,863112
-2,939756
2,488438
2,654364
1,245555
-4,151229
0,464185
-1,82429
-3,5022
3,532791
-1,067851
-0,4788224
-2,340378
-2,033549
-4,672585
-2,951483
3,846292
1,111132
-0,7888643
4,073069
2,82529
0,1986552
1,172523
-0,3610543
-2,275321
1,071995
-1,2273
0,3673247
1,430297
1,978615
-2,067114
4,507776
-2,258075
2,072705
1,364426
0,3518576
4,057152
-4,396436
-1,924645
-1,353646
0,3973529
0,3481817
-1,331741
3,059707
0,6531314
-2,033694
-1,717076
-0,1605659
-1,59045
1,039622
-3,941113
-0,9315032
-0,09496662
-0,8600239
3,53014
-1,014504
-0,4378076
-2,343557
-0,1484903
0,5306339
-2,311507
4,100729
-2,806219
0,1390715
-1,760036
-1,262254
2,69945
-1,57457
0,5337411
0,5205062
-3,146627
-2,76685
0,2769688
-3,236655
-5,545466
0,05536935
0,2658601
2,071604
3,612882
-0,04650735
2,16565
0,3118415
-1,053822
-1,326479
0,06120874
-1,092784
1,089343
-1,230388
0,4859038
0,2537723
2,18026
3,560295
-1,814482
0,8968775
2,881979
-3,158514
-0,6408862
-1,911398
-1,959535
-2,694046
1,631227
3,703218
0,3626021
-3,624892
0,9875237
3,353204
1,771026
0,7200698
1,235334
1,788445
1,289956
-1,330914
4,771473
2,337311
0,8796255
-3,094531
1,722142
2,723336
-2,926051
1,519652
-2,081551
-1,967889
-1,536838
-0,9764861
-0,3703615
1,202181
-2,459418
1,505339
0,1110652
-3,107062
0,3655856
-2,262836
1,785062
0,295473
-1,464462
-1,587109
-2,118088
3,805815
-3,852335
-1,14499
0,8512554
1,253977
-0,6924804
1,39472
-2,265931
-3,3651
1,807515
2,706229
-1,700634
-3,849738
0,4041177
-0,5307295
-3,466861
0,407615
-2,543061
-2,070377
0,07264281
4,096665
2,017292
0,1163929
-0,1680441
-0,7062936
2,207402
-4,294008
-0,3567293
-2,285465
1,323776
-4,540132
-1,626858
-3,722801
-4,274064
2,565355
-1,613587
-2,839278
-0,77241
1,114174
-2,858228
-2,703191
2,142159
1,180768
-0,5662639
-0,6880564
0,5116044
-2,57656
1,061238
-2,34553
1,923435
0,1034583
-0,3531587
3,597232
1,927309
0,4457688
-0,7401198
-1,975577
-3,127635
1,767656
1,047393
-0,2878921
-1,729856
-1,872595
3,080596
-2,730779
-2,684469
-1,305194
0,8190468
-3,301198
-0,4473419
-0,2209645
-2,182772
-3,735756
0,3325502
2,213432
-1,11548
0,1618536
2,068436
-1,102329
3,179546
2,499711
-2,5108
-0,4028074
-1,076021
1,159696
2,679166
0,2938016
-1,498756
-2,000172
-0,5199122
0,8694038
1,282518
1,59076
-2,585263
1,274225
1,116879
-0,3978689
-0,7550765
3,790385
-0,03549791
-2,738436
0,3101649
1,643888
4,230009
3,946126
-0,2147595
-1,122904
1,037521
-1,013318
-3,697841
0,7256401
1,817086
-4,360747
-0,2670921
-1,723306
-1,791197
-4,808116
3,974102
1,892906
1,151485
4,591843
2,869921
1,836357
-2,18796
-0,7697991
0,3794468
1,743606
2,42402
-0,2462016
1,644898
4,919199
-1,326237
-0,2476485
1,243516
2,193676
-0,6739376
0,8588217
4,41736
-1,29626
1,011621
-0,5344914
3,715307
2,654456
-0,04110708
0,0203766
2,799416
-1,234496
4,984676
2,120023
1,113461
0,5562338
1,507789
-0,8473586
0,9180101
-0,1230861
0,07227635
0,5087749
1,169819
-5,058368
0,8641374
2,34993
-0,5805149
-1,842445
-1,204037
3,758695
5,087478
4,030726
1,897412
1,899189
2,757756
1,851336
5,173577
1,06679
1,34394
-1,462277
4,387982
3,602576
-3,668869
-1,613272
0,9844534
0,2117257
-1,633621
1,256534
-0,2167511
-1,280717
-0,108292
1,785897
4,31571
-4,004282
2,257016
0,7897604
1,205534
-1,778749
1,20849
-0,9716039
1,092695
1,233561
0,357277
1,663356
2,015145
-0,5772749
-5,04515
3,50475
0,2028637
-2,22043
-0,5651886
0,2411192
1,091959
-1,905772
-5,643832
-2,90046
1,261127
0
4,515419
-1,025019
0,9365585
-4,620104
-3,601182
3,659829
-1,605842
1,21376
-4,776631
-3,511066
1,240994
-0,265342
-0,3592109
0,4563388
-0,9019608
-1,644195
0,6134819
-0,1282157
-1,139104
1,681157
0,8514029
1,013849
3,310328
-0,9146802
-1,054179
1,8982
-2,452093
2,866143
3,213564
1,300462
-3,964386
-3,336412
3,305171
-1,996339
-0,7394215
-0,5529343
1,047153
4,35968
1,440302
1,073696
2,229461
-2,575788
-4,133825
-3,751998
-0,4638157
-0,5165491
1,24078
0,6951768
-0,09404707
1,369984
-3,423694
-1,609078
-3,661758
-3,023449
-2,652591
0,7548015
2,775647
-1,209746
4,337549
-0,08769815
-0,1745271
1,48586
1,326397
-1,409386
5,940124
-2,351498
0,5183591
0,3009452
3,634136
-0,004394531
-0,65536
1,820373
2,288859
1,143634
-2,564195
-2,363819
-2,473126
1,217779
2,941024
2,561328
-1,551991
0,5656711
-2,004358
3,225088
0,2038489
1,025671
-1,01642
1,052499
-4,872499
-2,00951
4,955034
-0,4249025
1,184457
-1,296646
-1,327948
0,9017119
2,513918
-1,608064
-1,779262
4,02649
1,192083
4,771422
-1,097564
0,7599586
-3,252687
0,1841644
-0,6235668
-0,1641491
-1,909712
3,294584
3,354158
1,188633
0,763334
-1,90406
-3,243092
-0,6054215
0,6839464
4,030713
-0,3478626
1,823291
-2,991784
-0,01614654
0,1990558
-5,439213
3,905703
3,58409
0,2220978
0,1164965
3,191036
1,375125
-1,281756
1,715931
-1,826192
1,144064
0,3388637
-0,1384626
-0,927842
-2,328034
-3,878796
0,6483609
1,573327
-2,188172
5,156992
-0,8225671
1,937529
-4,978724
-3,764854
2,860474
-0,3378077
-3,120996
